job_id,submit_time,queue_time,start_time,end_time,exit_status,cpu_time_seconds,cpus_used,,
5441161,1235097945,1235097945,1235187462,1235236597,0,49059,1,,
5441169,1235097945,1235097945,1235188461,1235236905,0,48374,1,,
5441171,1235097945,1235097945,1235182021,1235237112,0,54983,1,,
5441175,1235097945,1235097945,1235188952,1235237739,0,48688,1,,
5441176,1235097945,1235097945,1235188707,1235237963,0,49176,1,,
5441177,1235097945,1235097945,1235188083,1235237985,0,49794,1,,
5441179,1235097945,1235097945,1235185353,1235238067,0,52622,1,,
5441181,1235097945,1235097945,1235188081,1235238078,0,49911,1,,
5441185,1235097945,1235097945,1235169982,1235238261,0,68170,1,,
5441193,1235097945,1235097945,1235189076,1235238542,0,49391,1,,
5441196,1235097945,1235097945,1235187954,1235238767,0,50710,1,,
5441208,1235097945,1235097945,1235185229,1235239454,0,54136,1,,
5441210,1235097945,1235097945,1235186848,1235239954,0,53020,1,,
5441228,1235097945,1235097945,1235188078,1235240955,0,52785,1,,
5441229,1235097945,1235097945,1235185846,1235240988,0,55031,1,,
5441237,1235097945,1235097945,1235184981,1235241329,0,56240,1,,
5441289,1235097945,1235097945,1235184733,1235242604,0,57771,1,,
5441359,1235097945,1235097945,1235189443,1235243301,0,53769,1,,
5441644,1235097945,1235097945,1235185226,1235246222,0,60896,1,,
5441797,1235097945,1235097945,1235189567,1235255678,0,66038,1,,
5447542,1235097945,1235097945,1235187830,1235257473,0,69532,1,,
5441260,1235097946,1235097946,1235193773,1235241936,0,48058,1,,
5441270,1235097946,1235097946,1235193527,1235242138,0,48519,1,,
5441324,1235097946,1235097946,1235192761,1235242906,0,50048,1,,
5441360,1235097946,1235097946,1235192769,1235243375,0,50504,1,,
5441390,1235097946,1235097946,1235192773,1235243687,0,50800,1,,
5441446,1235097946,1235097946,1235192908,1235244242,0,51214,1,,
5441457,1235097946,1235097946,1235192778,1235244274,0,51367,1,,
5441472,1235097946,1235097946,1235194019,1235244432,0,50311,1,,
5441498,1235097946,1235097946,1235193524,1235244691,0,51040,1,,
5441512,1235097946,1235097946,1235192764,1235244814,0,51960,1,,
5441556,1235097946,1235097946,1235192903,1235245027,0,52008,1,,
5441628,1235097946,1235097946,1235195120,1235245654,0,50450,1,,
5441637,1235097946,1235097946,1235195497,1235245828,0,50211,1,,
5441642,1235097946,1235097946,1235195494,1235246111,0,50518,1,,
5441650,1235097946,1235097946,1235195502,1235246529,0,50896,1,,
5441656,1235097946,1235097946,1235192912,1235246722,0,53725,1,,
5441686,1235097946,1235097946,1235192624,1235246829,0,54114,1,,
5441712,1235097946,1235097946,1235191401,1235247434,0,55933,1,,
5441746,1235097946,1235097946,1235192626,1235251110,0,58362,1,,
5441772,1235097946,1235097946,1235194996,1235253355,0,58278,1,,
5436296,1235100584,1235100584,1235108021,1235142808,0,34753,2,,
5440034,1235134480,1235134480,1235146280,1235182321,0,2294018,64,,
5439946,1235134518,1235134518,1235147940,1235176772,0,1835868,64,,
5439958,1235134536,1235134536,1235148190,1235177027,0,1835810,64,,
5440102,1235134559,1235134559,1235148577,1235184613,0,2295068,64,,
5440149,1235134593,1235134593,1235150490,1235186534,0,2291609,64,,
5437849,1235139314,1235139314,1235145905,1235147919,271,1987,2,,
5438631,1235139388,1235139388,1235139811,1235154876,0,15031,1,,
5438756,1235139393,1235139393,1235141028,1235157050,0,15988,1,,
5438662,1235139398,1235139398,1235141152,1235156213,0,15027,1,,
5438668,1235139403,1235139403,1235141154,1235156349,0,15155,1,,
5438688,1235139408,1235139408,1235141278,1235156452,0,15142,1,,
5438805,1235139413,1235139413,1235141523,1235157528,0,15976,1,,
5438843,1235139418,1235139418,1235141768,1235157831,0,16026,1,,
5438804,1235139423,1235139423,1235142017,1235157522,0,15466,1,,
5439038,1235139428,1235139428,1235142871,1235159024,0,16114,1,,
5439072,1235139433,1235139433,1235143248,1235159459,0,16183,1,,
5439069,1235139438,1235139438,1235143375,1235159427,0,16015,1,,
5438643,1235139443,1235139443,1235139563,1235155616,0,16020,1,,
5438628,1235139448,1235139448,1235139565,1235154747,0,15155,1,,
5439075,1235139453,1235139453,1235143377,1235159463,0,16047,1,,
5439090,1235139458,1235139458,1235143625,1235159742,0,16082,1,,
5439080,1235139463,1235139463,1235144234,1235159504,0,15215,1,,
5439551,1235139468,1235139468,1235152077,1235167267,0,15153,1,,
5439547,1235139473,1235139473,1235152081,1235167245,0,15128,1,,
5439554,1235139479,1235139479,1235152086,1235167289,0,15168,1,,
5439671,1235139484,1235139484,1235152213,1235168239,0,15996,1,,
5439672,1235139489,1235139489,1235152215,1235168304,0,16054,1,,
5438670,1235139491,1235139491,1235147303,1235156366,0,9052,2,,
5439564,1235139494,1235139494,1235152217,1235167404,0,15149,1,,
5439566,1235139499,1235139499,1235152220,1235167429,0,15166,1,,
5439565,1235139504,1235139504,1235152225,1235167417,0,15164,1,,
5439563,1235139509,1235139509,1235152229,1235167399,0,15132,1,,
5439694,1235139514,1235139514,1235152355,1235168456,0,16064,1,,
5439584,1235139519,1235139519,1235152358,1235167552,0,15153,1,,
5439713,1235139524,1235139524,1235152482,1235168521,0,16006,1,,
5439724,1235139529,1235139529,1235152484,1235168641,0,16116,1,,
5439718,1235139534,1235139534,1235152487,1235168611,0,16086,1,,
5439716,1235139539,1235139539,1235152489,1235168562,0,16034,1,,
5439717,1235139544,1235139544,1235152492,1235168586,0,16053,1,,
5439605,1235139549,1235139549,1235152495,1235167742,0,15209,1,,
5439604,1235139554,1235139554,1235152497,1235167681,0,15143,1,,
5439630,1235139559,1235139559,1235152743,1235167935,0,15156,1,,
5439632,1235139564,1235139564,1235152746,1235167937,0,15150,1,,
5439816,1235139569,1235139569,1235153599,1235169639,0,16003,1,,
5439819,1235139574,1235139574,1235153601,1235169759,0,16120,1,,
5439821,1235139579,1235139579,1235153725,1235169869,0,16107,1,,
5439813,1235139585,1235139585,1235154338,1235169598,0,15201,1,,
5439859,1235139590,1235139590,1235157950,1235173137,0,15139,1,,
5439858,1235139595,1235139595,1235157955,1235173129,0,15127,1,,
5439864,1235139600,1235139600,1235158457,1235173644,0,15136,1,,
5439863,1235139605,1235139605,1235158462,1235173626,0,15119,1,,
5439879,1235139610,1235139610,1235158712,1235174877,0,16108,1,,
5439869,1235139615,1235139615,1235158715,1235173912,0,15162,1,,
5439868,1235139620,1235139620,1235158720,1235173849,0,15089,1,,
5439888,1235139625,1235139625,1235159216,1235175351,0,16089,1,,
5439889,1235139630,1235139630,1235159218,1235175356,0,16099,1,,
5439897,1235139635,1235139635,1235159463,1235175639,0,16140,1,,
5439893,1235139640,1235139640,1235159466,1235175489,0,15983,1,,
5439892,1235139645,1235139645,1235159468,1235175465,0,15969,1,,
5439898,1235139650,1235139650,1235159470,1235175658,0,16145,1,,
5439896,1235139655,1235139655,1235159595,1235175614,0,15979,1,,
